Division,who,with who,total time,W/L/T,Hurdles,name,start,1.dog,name.1,chng,2.dog,name.2,chng.1,3.dog,name.3,chng.2,4.dog,when,location,track,championship
1.0,Flyvaryors Traditional,X-treme,27.56,L,27.5,Lippi,0.06,3.81,Tony,0.13,3.69,Brutus,0,4.11,Rozi,0,4.16,2023-06-11 12:04:12,Pláně,5,cz
1.0,Jokers All-in,DumbleDogs S,16.92,W,25.0,Lumine,0.14,3.83,Izzy,0.15,3.98,Rhys,0.62,3.82,Salma,0.13,4.25,2023-06-11 12:09:32,Pláně,4,cz
1.0,DumbleDogs S,Jokers All-in,16.27,L,30.0,Iyrai,0.09,3.81,Ridiculus,,4.29,Winky,0.19,3.73,Lili,0.27,3.89,2023-06-11 12:09:32,Pláně,5,cz
1.0,Jokers All-in,DumbleDogs S,16.33,L,25.0,Lumine,0.12,3.87,Izzy,0.15,3.93,Rhys,0.25,3.91,Salma,0,4.11,2023-06-11 12:10:51,Pláně,4,cz
1.0,DumbleDogs S,Jokers All-in,16.09,W,30.0,Iyrai,0.1,3.87,Ridiculus,0,4.26,Winky,0.19,3.65,Lili,0,4.02,2023-06-11 12:10:51,Pláně,5,cz
1.0,Jokers All-in,DumbleDogs S,25.56,L,25.0,Lumine,0.12,3.86,Izzy,0.12,4.09,Rhys,-0.13,3.86,Salma,0.36,4.54,2023-06-11 12:12:25,Pláně,4,cz
1.0,DumbleDogs S,Jokers All-in,24.73,W,30.0,Iyrai,0.07,3.8,Ridiculus,0,4.23,Winky,0.16,3.56,Lili,1.7,3.87,2023-06-11 12:12:25,Pláně,5,cz
1.0,Jokers All-in,DumbleDogs S,16.11,W,25.0,Lumine,0.1,3.9,Izzy,0,3.99,Rhys,0.16,3.92,Salma,0,4.04,2023-06-11 12:13:51,Pláně,4,cz
1.0,DumbleDogs S,Jokers All-in,33.76,L,30.0,Iyrai,0.05,3.92,Ridiculus,0,4.25,Winky,0.16,3.61,Lili,1.59,3.95,2023-06-11 12:13:51,Pláně,5,cz
1.0,Jokers All-in,DumbleDogs S,16.17,W,25.0,Lumine,0.1,3.91,Izzy,0,4.02,Rhys,0,4.09,Salma,0,4.06,2023-06-11 12:15:17,Pláně,4,cz
1.0,DumbleDogs S,Jokers All-in,29.04,L,30.0,Iyrai,0.12,3.87,Ridiculus,0,4.28,Winky,0,3.68,Lili,1.65,3.87,2023-06-11 12:15:17,Pláně,5,cz
4.0,Free X-treme,FÉNIX,31.98,L,17.5,Scotty,0.28,4.37,Yuki,error,4.98,Moruše,Ok,4.97,Lucky,0.11,4.92,2023-06-11 13:38:24,Pláně,4,cz
4.0,FÉNIX,Free X-treme,19.97,W,20.0,Banán,0.2,4.08,Scary,0,4.59,Chezz,0.58,5.01,Charlie,0.34,5.17,2023-06-11 13:38:24,Pláně,5,cz
4.0,Free X-treme,FÉNIX,19.37,L,17.5,Scotty,0.11,4.4,Yuki,error,5.03,Moruše,-0.11,4.89,Lucky,error,5.05,2023-06-11 13:39:27,Pláně,4,cz
4.0,FÉNIX,Free X-treme,20.1,W,20.0,Banán,0.17,4.07,Scary,0,4.46,Chezz,0.68,5.05,Charlie,0.52,5.16,2023-06-11 13:39:27,Pláně,5,cz
4.0,Free X-treme,FÉNIX,19.89,L,17.5,Scotty,0.44,4.34,Yuki,0,5.16,Moruše,Ok,4.98,Lucky,0,4.97,2023-06-11 13:40:32,Pláně,4,cz
4.0,FÉNIX,Free X-treme,19.54,W,20.0,Banán,0.09,4.16,Scary,0,4.43,Chezz,0.32,5.09,Charlie,0.27,5.18,2023-06-11 13:40:32,Pláně,5,cz
3.0,Manic Dogs 2,The Rebels Rock and Roll,18.84,L,27.5,Sajmon,0.05,4.31,Alvin,error,4.49,Max,0.34,4.78,Dodge,0.51,4.37,2023-06-11 13:45:25,Pláně,4,cz
3.0,The Rebels Rock and Roll,Manic Dogs 2,20.52,W,15.0,Beky,0.15,4.05,Kelsey,0.2,4.25,Nyx,0,4.62,Ashley,0.4,6.86,2023-06-11 13:45:25,Pláně,5,cz
3.0,Manic Dogs 2,The Rebels Rock and Roll,19.02,W,27.5,Sajmon,0.03,4.42,Alvin,0.18,4.62,Max,0.21,4.84,Dodge,0.41,4.33,2023-06-11 13:46:33,Pláně,4,cz
3.0,The Rebels Rock and Roll,Manic Dogs 2,19.87,L,15.0,Beky,0.01,4.04,Kelsey,0,4.26,Nyx,0,4.59,Ashley,0,6.97,2023-06-11 13:46:33,Pláně,5,cz
3.0,Manic Dogs 2,The Rebels Rock and Roll,32.48,L,27.5,Sajmon,0.07,4.4,Alvin,0.24,4.61,Max,0.18,4.86,Dodge,0.39,5.32,2023-06-11 13:48:27,Pláně,4,cz
3.0,The Rebels Rock and Roll,Manic Dogs 2,17.91,W,20.0,Beky,0.16,4.12,Kelsey,0,4.37,Volis,0,4.35,Sheera,Ok,4.91,2023-06-11 13:48:27,Pláně,5,cz
3.0,Manic Dogs 2,The Rebels Rock and Roll,20.39,L,27.5,Sajmon,0.11,4.44,Alvin,0,4.66,Max,0,5.9,Dodge,0.88,4.41,2023-06-11 13:49:42,Pláně,4,cz
3.0,The Rebels Rock and Roll,Manic Dogs 2,18.11,W,20.0,Beky,0.04,4.13,Kelsey,0.18,4.23,Volis,0.2,4.32,Sheera,0.17,4.85,2023-06-11 13:49:42,Pláně,5,cz
3.0,Jokers Big Blind,FOFR DOG,19.89,L,25.0,Bepe,0.23,4.17,Gina,0.17,5.08,Zoe,0,4.74,Monty,1.04,4.45,2023-06-11 13:53:59,Pláně,4,cz
3.0,FOFR DOG,Jokers Big Blind,17.91,W,22.5,Hessie,0.14,4.69,Tex,0,3.92,Daggry,0,4.06,Ogi,0.13,4.96,2023-06-11 13:53:59,Pláně,5,cz
3.0,Jokers Big Blind,FOFR DOG,36.82,L,25.0,Bepe,0.14,4.11,Gina,0.25,5.17,Zoe,-0.15,4.74,Monty,1.7,5.07,2023-06-11 13:55:51,Pláně,4,cz
3.0,FOFR DOG,Jokers Big Blind,19.47,W,22.5,Hessie,0.12,4.67,Tex,0.16,3.99,Daggry,0.58,3.98,Ogi,0.99,4.98,2023-06-11 13:55:51,Pláně,5,cz
3.0,Jokers Big Blind,FOFR DOG,20.82,L,25.0,Bepe,0.27,4.27,Gina,0,5.24,Zoe,0.38,5.03,Monty,0.95,4.67,2023-06-11 13:57:04,Pláně,4,cz
3.0,FOFR DOG,Jokers Big Blind,18.66,W,22.5,Hessie,0.09,4.67,Tex,0.13,3.97,Daggry,0.21,3.98,Ogi,0.65,4.96,2023-06-11 13:57:04,Pláně,5,cz
2.0,RUNami A,Frenky's Funny,16.84,L,25.0,Butch,0.02,4.29,Fík,0,3.97,Black,error,4.01,Elia,0.25,4.31,2023-06-11 14:01:30,Pláně,4,cz
2.0,Frenky's Funny,RUNami A,17.63,W,27.5,Porto,0.15,4.17,Abby,0.22,4.5,Laty,0,4.07,Easy,0.33,4.19,2023-06-11 14:01:30,Pláně,5,cz
2.0,RUNami A,Frenky's Funny,17.0,L,25.0,Butch,0.06,4.37,Fík,error,3.91,Black,0.34,3.96,Elia,0,4.36,2023-06-11 14:02:42,Pláně,4,cz
2.0,Frenky's Funny,RUNami A,18.27,W,27.5,Porto,0.27,4.22,Abby,0.21,4.46,Laty,0.68,4.17,Easy,0,4.26,2023-06-11 14:02:42,Pláně,5,cz
2.0,RUNami A,Frenky's Funny,17.57,W,25.0,Butch,0.07,4.43,Fík,0.14,3.92,Black,0.32,3.95,Elia,0.46,4.28,2023-06-11 14:04:07,Pláně,4,cz
2.0,Frenky's Funny,RUNami A,17.69,L,27.5,Porto,0.32,4.2,Abby,0.34,4.54,Laty,0,4.06,Easy,error,4.24,2023-06-11 14:04:07,Pláně,5,cz
2.0,RUNami A,Frenky's Funny,19.01,L,25.0,Butch,0.12,5.18,Fík,0.27,4.86,Black,0.17,3.93,Elia,0.22,4.27,2023-06-11 14:05:14,Pláně,4,cz
2.0,Frenky's Funny,RUNami A,17.96,W,27.5,Porto,0.07,4.32,Abby,0.23,4.58,Laty,0,4.16,Easy,0.4,4.21,2023-06-11 14:05:14,Pláně,5,cz
1.0,The Rebels Hardcore,Flyvaryors New Wave,17.13,W,27.5,Nick,0.11,4.2,Finn,0,4.15,Baky,Ok,4.03,Luna,0.4,4.24,2023-06-11 14:09:46,Pláně,4,cz
1.0,Flyvaryors New Wave,The Rebels Hardcore,35.18,L,22.5,Zack,0.07,3.75,Toko,0,outside,Dara,,3.59,Arya,0.32,3.47,2023-06-11 14:09:46,Pláně,5,cz
1.0,The Rebels Hardcore,Flyvaryors New Wave,23.06,W,27.5,Nick,0.1,4.19,Finn,0,4.01,Baky,0.17,3.99,Luna,0.11,10.49,2023-06-11 14:11:13,Pláně,4,cz
1.0,Flyvaryors New Wave,The Rebels Hardcore,25.75,L,22.5,Zack,0.11,3.73,Toko,0.25,3.68,Dara,0.37,3.61,Arya,0.38,3.45,2023-06-11 14:11:13,Pláně,5,cz
1.0,The Rebels Hardcore,Flyvaryors New Wave,17.48,W,27.5,Nick,0.02,4.2,Finn,0.2,4,Baky,0.32,4.05,Luna,0.47,4.23,2023-06-11 14:12:42,Pláně,4,cz
1.0,Flyvaryors New Wave,The Rebels Hardcore,15.18,L,22.5,Zack,-0.04,3.7,Toko,0.14,3.78,Dara,0.29,3.62,Arya,0.19,3.5,2023-06-11 14:12:42,Pláně,5,cz
1.0,X-treme,Jokers All-in,16.4,L,25.0,Kerby,-0.02,3.84,Mína,0,4.05,Izzy,-0.11,4.21,Nesi,0.19,4.24,2023-06-11 14:17:04,Pláně,5,cz
1.0,Jokers All-in,X-treme,16.54,W,25.0,Lumine,0.07,3.85,Izzy,0,4.06,Rhys,0.5,3.96,Salma,0,4.1,2023-06-11 14:19:07,Pláně,4,cz
1.0,X-treme,Jokers All-in,33.87,L,25.0,Kerby,0.08,3.9,Mína,error,6.15,Izzy,2.28,4.22,Nesi,0.38,4.25,2023-06-11 14:19:07,Pláně,5,cz
1.0,Jokers All-in,X-treme,16.12,W,25.0,Lumine,0.09,3.89,Izzy,0,4.04,Rhys,0,3.92,Salma,0.18,4.01,2023-06-11 14:20:02,Pláně,4,cz
1.0,X-treme,Jokers All-in,16.9,L,25.0,Kerby,0.13,3.94,Mína,0.26,3.95,Izzy,0.2,4.15,Nesi,0,4.29,2023-06-11 14:20:02,Pláně,5,cz
4.0,FÉNIX,Manic Dogs 3,18.63,L,20.0,Banán,0.09,4.04,Scary,0.21,4.46,Berdy,error,4.52,Charlie,0.18,5.14,2023-06-11 14:25:26,Pláně,4,cz
4.0,Manic Dogs 3,FÉNIX,20.69,W,20.0,Theodor,0.18,3.97,Andy,0,4.3,Api,0.42,4.63,Džespr,0.86,6.34,2023-06-11 14:25:26,Pláně,5,cz
4.0,FÉNIX,Manic Dogs 3,19.48,W,20.0,Banán,0.14,4.13,Scary,0,4.87,Berdy,0.25,4.54,Charlie,0.33,5.23,2023-06-11 14:26:26,Pláně,4,cz
4.0,Manic Dogs 3,FÉNIX,20.23,L,20.0,Theodor,0.13,4.14,Andy,0.23,4.19,Api,0.27,4.58,Džespr,0.65,6.05,2023-06-11 14:26:26,Pláně,5,cz
4.0,FÉNIX,Manic Dogs 3,18.91,W,20.0,Banán,0.03,4.2,Scary,0,4.52,Berdy,0,4.66,Charlie,0.36,5.14,2023-06-11 14:27:36,Pláně,4,cz
4.0,Manic Dogs 3,FÉNIX,19.74,L,20.0,Theodor,0.14,4.02,Andy,0.25,4.28,Api,0.21,4.59,Džespr,0.34,5.91,2023-06-11 14:27:36,Pláně,5,cz
4.0,FÉNIX,Manic Dogs 3,18.88,W,20.0,Banán,0.07,4.11,Scary,0,4.59,Berdy,0,4.71,Charlie,0.19,5.22,2023-06-11 14:28:50,Pláně,4,cz
4.0,Manic Dogs 3,FÉNIX,19.38,L,20.0,Theodor,0.18,4.02,Andy,0,4.38,Api,0,4.65,Džespr,0,6.17,2023-06-11 14:28:50,Pláně,5,cz
3.0,FOFR DOG,Manic Dogs 2,19.71,L,22.5,Hessie,0.16,5.9,Tex,0.17,4.12,Daggry,0.12,4.01,Ogi,0.28,4.95,2023-06-11 14:37:11,Pláně,4,cz
3.0,Manic Dogs 2,FOFR DOG,19.35,W,27.5,Sajmon,0.1,4.41,Max,0.34,4.76,Dodge,0.44,4.42,Najty,0.63,4.26,2023-06-11 14:37:11,Pláně,5,cz
3.0,FOFR DOG,Manic Dogs 2,19.27,W,22.5,Hessie,0.11,4.72,Tex,0.46,3.95,Daggry,0.56,3.97,Ogi,0.46,5.03,2023-06-11 14:38:25,Pláně,4,cz
3.0,Manic Dogs 2,FOFR DOG,20.51,L,27.5,Sajmon,-0.01,4.39,Max,0.42,4.84,Dodge,2.06,4.34,Najty,,ran in,2023-06-11 14:38:25,Pláně,5,cz
3.0,FOFR DOG,Manic Dogs 2,28.19,L,22.5,Hessie,0.23,4.76,Tex,0.29,3.95,Daggry,0.1,4.02,Ogi,0.18,4.99,2023-06-11 14:39:44,Pláně,4,cz
3.0,Manic Dogs 2,FOFR DOG,19.65,W,27.5,Sajmon,0.05,4.37,Max,0.26,5.55,Dodge,0,4.4,Najty,0.82,4.22,2023-06-11 14:39:44,Pláně,5,cz
3.0,FOFR DOG,Manic Dogs 2,17.99,W,22.5,Hessie,0.07,4.81,Tex,0,4,Daggry,Ok,3.98,Ogi,0.19,4.93,2023-06-11 14:41:03,Pláně,4,cz
3.0,Manic Dogs 2,FOFR DOG,19.15,L,27.5,Sajmon,0.07,4.41,Max,0.25,4.8,Dodge,0.37,4.33,Najty,0.7,4.23,2023-06-11 14:41:03,Pláně,5,cz
3.0,FOFR DOG,Manic Dogs 2,34.72,W,22.5,Hessie,0.3,4.88,Tex,0.17,3.98,Daggry,0.46,4.02,Ogi,0.12,4.93,2023-06-11 14:42:56,Pláně,4,cz
3.0,Manic Dogs 2,FOFR DOG,36.93,L,27.5,Sajmon,0.01,4.44,Max,0.23,4.94,Dodge,0,4.51,Najty,0.64,5.21,2023-06-11 14:42:56,Pláně,5,cz
2.0,Frenky's Funny,Hop Trop HURRICANE,22.56,W,27.5,Porto,-0.15,outside,Abby,,4.91,Laty,2.92,4.54,Easy,0.22,4.25,2023-06-11 14:46:02,Pláně,4,cz
2.0,Frenky's Funny,Hop Trop HURRICANE,18.89,W,27.5,Porto,0.2,4.31,Abby,0.55,4.82,Laty,0.32,4.29,Easy,0.21,4.21,2023-06-11 14:46:50,Pláně,4,cz
2.0,Frenky's Funny,Hop Trop HURRICANE,18.05,W,27.5,Porto,-0.25,4.32,Abby,0,4.83,Laty,0.2,4.29,Easy,0.46,4.19,2023-06-11 14:48:05,Pláně,4,cz
1.0,Jokers All-in,Flyvaryors New Wave,16.24,L,25.0,Lumine,0.05,3.83,Izzy,0.18,4.03,Rhys,0,3.94,Salma,0.15,4.08,2023-06-11 14:52:31,Pláně,4,cz
1.0,Flyvaryors New Wave,Jokers All-in,15.71,W,22.5,Zack,0.18,3.7,Arthur,0.24,3.73,Dara,0.51,3.61,Arya,0.32,3.43,2023-06-11 14:52:31,Pláně,5,cz
1.0,Jokers All-in,Flyvaryors New Wave,16.16,L,25.0,Lumine,0.04,3.87,Izzy,0,4.02,Rhys,0,4.04,Salma,0,4.19,2023-06-11 14:53:54,Pláně,4,cz
1.0,Flyvaryors New Wave,Jokers All-in,15.18,W,22.5,Zack,0.03,3.69,Arthur,0.22,3.73,Dara,0.14,3.58,Arya,0.35,3.46,2023-06-11 14:53:54,Pláně,5,cz
1.0,Jokers All-in,Flyvaryors New Wave,16.98,W,25.0,Lumine,0.06,3.84,Izzy,0.57,4.03,Rhys,0.31,4.03,Salma,0,4.14,2023-06-11 14:55:22,Pláně,4,cz
1.0,Flyvaryors New Wave,Jokers All-in,15.08,L,22.5,Zack,-0.05,3.69,Arthur,0.25,3.67,Dara,0.17,3.58,Arya,0.31,3.46,2023-06-11 14:55:22,Pláně,5,cz
1.0,Jokers All-in,Flyvaryors New Wave,17.19,W,25.0,Lumine,0.05,3.94,Izzy,0.29,4.03,Rhys,0.51,3.97,Salma,0.35,4.05,2023-06-11 14:56:52,Pláně,4,cz
1.0,Flyvaryors New Wave,Jokers All-in,15.12,L,22.5,Zack,-0.09,3.72,Arthur,0.16,3.73,Dara,0.23,3.63,Arya,0.26,3.48,2023-06-11 14:56:52,Pláně,5,cz
1.0,Jokers All-in,Flyvaryors New Wave,16.44,W,25.0,Lumine,0.02,3.89,Izzy,0,4.13,Rhys,0,4.09,Salma,0.19,4.13,2023-06-11 14:58:26,Pláně,4,cz
1.0,Flyvaryors New Wave,Jokers All-in,15.45,L,22.5,Zack,0.09,3.78,Arthur,0.26,3.68,Dara,0.32,3.72,Arya,0.19,3.43,2023-06-11 14:58:26,Pláně,5,cz
4.0,FÉNIX,RUNami B,20.6,L,15.0,Banán,0.15,4.14,Berdy,0,4.79,Chezz,0.16,4.97,Ketlin,0.23,6.18,2023-06-11 15:14:06,Pláně,4,cz
4.0,RUNami B,FÉNIX,19.43,W,25.0,Favi,0.25,4.55,Zafi,0.35,4.54,Kody,0.22,4.3,Hettie,0.2,5.03,2023-06-11 15:14:06,Pláně,5,cz
4.0,FÉNIX,RUNami B,21.66,W,15.0,Banán,0.1,4.14,Berdy,0.2,4.57,Chezz,0.35,5.04,Ketlin,0.28,6.99,2023-06-11 15:15:19,Pláně,4,cz
4.0,RUNami B,FÉNIX,25.97,L,25.0,Favi,0.22,4.47,Zafi,0.28,4.62,Kody,0.36,4.43,Hettie,0.2,5.18,2023-06-11 15:15:19,Pláně,5,cz
4.0,FÉNIX,RUNami B,20.48,L,15.0,Banán,0.002,4.12,Berdy,0,4.7,Chezz,0.16,5.12,Ketlin,-0.27,6.66,2023-06-11 15:16:34,Pláně,4,cz
4.0,RUNami B,FÉNIX,19.44,W,25.0,Favi,0.08,4.69,Zafi,0.2,4.5,Kody,0,4.39,Hettie,0.37,5.22,2023-06-11 15:16:34,Pláně,5,cz
4.0,FÉNIX,RUNami B,20.62,L,20.0,Banán,0.07,4.9,Berdy,0,4.61,Chezz,0.41,5.26,Charlie,0,5.38,2023-06-11 15:18:32,Pláně,4,cz
4.0,RUNami B,FÉNIX,20.1,W,25.0,Favi,0.13,4.64,Zafi,0.14,4.51,Kody,0.45,4.4,Hettie,0.43,5.41,2023-06-11 15:18:32,Pláně,5,cz
3.0,FOFR DOG,The Rebels Rock and Roll,18.71,W,27.5,Ela,0.28,4.15,Hessie,0,4.91,Tex,0.25,3.96,Elli,0.31,4.85,2023-06-11 15:23:51,Pláně,4,cz
3.0,The Rebels Rock and Roll,FOFR DOG,19.8,L,15.0,Beky,0.09,4.09,Kelsey,0.14,4.2,Nyx,0.14,4.46,Ashley,0,6.69,2023-06-11 15:23:51,Pláně,5,cz
3.0,FOFR DOG,The Rebels Rock and Roll,18.53,L,27.5,Ela,0.24,4.12,Hessie,0.15,4.89,Tex,error,4.01,Elli,0.19,4.93,2023-06-11 15:25:12,Pláně,4,cz
3.0,The Rebels Rock and Roll,FOFR DOG,18.07,W,20.0,Beky,0.07,4.12,Kelsey,0,4.33,Volis,0.12,4.19,Sheera,0.4,4.84,2023-06-11 15:25:12,Pláně,5,cz
3.0,FOFR DOG,The Rebels Rock and Roll,18.46,L,27.5,Ela,0.1,4.17,Hessie,0,4.91,Tex,0,4.06,Elli,0.29,4.94,2023-06-11 15:26:27,Pláně,4,cz
3.0,The Rebels Rock and Roll,FOFR DOG,17.83,W,20.0,Beky,0.06,4.11,Kelsey,0.15,4.26,Volis,0,4.23,Sheera,0,5.02,2023-06-11 15:26:27,Pláně,5,cz
3.0,FOFR DOG,The Rebels Rock and Roll,18.55,L,27.5,Ela,0.12,4.2,Hessie,0,4.94,Tex,Ok,4.08,Elli,0.25,4.97,2023-06-11 15:27:42,Pláně,4,cz
3.0,The Rebels Rock and Roll,FOFR DOG,17.89,W,20.0,Beky,0.09,4.13,Kelsey,0,4.29,Volis,0.16,4.2,Sheera,0.15,4.87,2023-06-11 15:27:42,Pláně,5,cz
2.0,Frenky's Funny,Hop Trop PRAGUE,20.76,L,27.5,Porto,0.68,4.45,Abby,1.83,4.92,Laty,0.27,4.31,Easy,0,4.31,2023-06-11 15:31:43,Pláně,4,cz
2.0,Hop Trop PRAGUE,Frenky's Funny,22.85,W,17.5,Melie,-0.06,4.08,Fay,0.49,4.01,Axelle,0,4.32,Carmela,0.25,4.14,2023-06-11 15:31:43,Pláně,5,cz
2.0,Frenky's Funny,Hop Trop PRAGUE,19.27,L,27.5,Porto,0.01,4.33,Abby,0.33,5.32,Laty,0.64,4.39,Easy,error,4.24,2023-06-11 15:36:08,Pláně,4,cz
2.0,Hop Trop PRAGUE,Frenky's Funny,17.86,W,17.5,Melie,0.11,4.11,Fay,0.36,4.14,Axelle,0.2,4.33,Carmela,0.43,4.18,2023-06-11 15:36:08,Pláně,5,cz
2.0,Frenky's Funny,Hop Trop PRAGUE,18.84,W,27.5,Porto,0.15,4.36,Abby,0.18,4.71,Laty,0.49,4.21,Easy,0.5,4.24,2023-06-11 15:37:27,Pláně,4,cz
2.0,Hop Trop PRAGUE,Frenky's Funny,18.69,L,17.5,Melie,0.03,4.15,Fay,0.22,5.74,Axelle,0.31,4.24,Carmela,-0.17,4.17,2023-06-11 15:37:27,Pláně,5,cz
2.0,Frenky's Funny,Hop Trop PRAGUE,18.52,L,27.5,Porto,0.15,4.36,Abby,0.25,4.63,Laty,0.18,4.26,Easy,0.48,4.22,2023-06-11 15:38:54,Pláně,4,cz
2.0,Hop Trop PRAGUE,Frenky's Funny,17.55,W,17.5,Melie,0.02,4.26,Jezi,0,4.16,Axelle,0.36,4.27,Carmela,0.29,4.2,2023-06-11 15:38:54,Pláně,5,cz
1.0,Jokers All-in,The Rebels Hardcore,16.48,W,25.0,Lumine,0.03,3.87,Izzy,0,4.07,Rhys,0.28,3.97,Salma,0.18,4.09,2023-06-11 15:42:22,Pláně,4,cz
1.0,The Rebels Hardcore,Jokers All-in,16.52,L,27.5,Nick,0.08,4.22,Finn,0,4.11,Baky,0,3.98,Foxy,0.12,4.02,2023-06-11 15:42:22,Pláně,5,cz
1.0,Jokers All-in,The Rebels Hardcore,16.05,L,25.0,Lumine,0.01,3.9,Izzy,0.11,4.01,Rhys,0,4.1,Salma,-0.18,4.09,2023-06-11 15:43:37,Pláně,4,cz
1.0,The Rebels Hardcore,Jokers All-in,16.47,W,27.5,Nick,0.06,4.19,Finn,0,4.05,Baky,0,4,Foxy,0,4.17,2023-06-11 15:43:37,Pláně,5,cz
1.0,Jokers All-in,The Rebels Hardcore,16.49,W,25.0,Lumine,0.05,3.91,Izzy,0,4.1,Rhys,0,4.09,Salma,0.2,4.15,2023-06-11 15:44:54,Pláně,4,cz
1.0,The Rebels Hardcore,Jokers All-in,16.53,L,27.5,Nick,0.07,4.21,Finn,0,4.08,Baky,0,4.07,Foxy,0,4.11,2023-06-11 15:44:54,Pláně,5,cz
1.0,Jokers All-in,The Rebels Hardcore,16.34,W,25.0,Lumine,0.05,3.91,Izzy,0,4.13,Rhys,0.17,4.01,Salma,0,4.07,2023-06-11 15:46:20,Pláně,4,cz
1.0,The Rebels Hardcore,Jokers All-in,16.36,L,27.5,Nick,0.07,4.18,Finn,0,3.99,Baky,0,3.99,Foxy,0,4.13,2023-06-11 15:46:20,Pláně,5,cz
1.0,The Rebels Hardcore,Jokers All-in,16.95,L,27.5,Foxy,0.13,4.21,Finn,0,4.07,Baky,0,4.08,Luna,0.21,4.26,2023-06-11 16:03:08,Pláně,4,cz
1.0,Jokers All-in,The Rebels Hardcore,16.38,W,25.0,Lumine,0.01,3.87,Izzy,0,4.13,Rhys,0,4.04,Salma,0.21,4.13,2023-06-11 16:03:08,Pláně,5,cz
1.0,The Rebels Hardcore,Jokers All-in,16.98,L,27.5,Foxy,0.21,4.2,Finn,0,4.01,Baky,0.19,4,Luna,0.12,4.25,2023-06-11 16:04:26,Pláně,4,cz
1.0,Jokers All-in,The Rebels Hardcore,16.65,W,25.0,Lumine,0.06,3.9,Izzy,0,4.23,Rhys,0.15,4.04,Salma,0.23,4.05,2023-06-11 16:04:26,Pláně,5,cz
1.0,The Rebels Hardcore,Jokers All-in,16.95,L,27.5,Nick,0.07,4.21,Finn,0,4.1,Baky,0.19,4.01,Luna,0,4.36,2023-06-11 16:06:14,Pláně,4,cz
1.0,Jokers All-in,The Rebels Hardcore,16.48,W,25.0,Lumine,0.1,3.89,Izzy,0,4.21,Rhys,0,4.15,Salma,0,4.13,2023-06-11 16:06:14,Pláně,5,cz
3.0,FÉNIX,WildRunners Wonders,38.97,W,20.0,Banán,0.16,4.14,Scary,0,5.65,Chezz,0.55,4.91,Charlie,0,5.45,2023-06-24 10:07:38,Prostějov,4,cz
3.0,WildRunners Wonders,FÉNIX,36.78,L,15.0,Jasper,0.14,5.1,Gordon,error,6.51,Bailey,1.15,4.46,Punk,12.84,6.58,2023-06-24 10:07:38,Prostějov,5,cz
3.0,FÉNIX,WildRunners Wonders,31.48,W,20.0,Banán,0.18,4.16,Scary,0,4.52,Chezz,error,4.87,Charlie,error,5.36,2023-06-24 10:08:59,Prostějov,4,cz
3.0,WildRunners Wonders,FÉNIX,37.8,L,15.0,Jasper,0.2,5.36,Gordon,0.25,7.25,Bailey,0,4.71,Punk,3.84,4.27,2023-06-24 10:08:59,Prostějov,5,cz
3.0,FÉNIX,WildRunners Wonders,33.84,W,20.0,Banán,0.1,4.3,Scary,0,4.74,Chezz,,5.15,Charlie,error,5.3,2023-06-24 10:10:30,Prostějov,4,cz
3.0,WildRunners Wonders,FÉNIX,40.42,L,15.0,Jasper,0.12,5.57,Gordon,0.46,7.63,Bailey,0.38,4.56,Punk,Ok,5.13,2023-06-24 10:10:30,Prostějov,5,cz
3.0,Furious Rockets,WildRunners XXL,31.09,L,27.5,Bárny,0.18,4.65,Shadow,error,4.65,Kostimill,0,4.67,Cassiann,error,4.2,2023-06-24 10:16:48,Prostějov,4,cz
3.0,WildRunners XXL,Furious Rockets,28.81,W,27.5,Scotty,0.53,4.87,Bruno,0.24,4.64,Rocky,0.68,4.99,Negro,0.82,4.94,2023-06-24 10:16:48,Prostějov,5,cz
3.0,Furious Rockets,WildRunners XXL,25.07,W,27.5,Bárny,0.17,4.58,Shadow,error,5.01,Kostimill,0.48,4.62,Cassiann,0.35,4.33,2023-06-24 10:19:28,Prostějov,4,cz
3.0,WildRunners XXL,Furious Rockets,27.4,L,27.5,Scotty,0.05,4.77,Bruno,error,5.88,Rocky,0.75,5.1,Negro,0.73,4.82,2023-06-24 10:19:28,Prostějov,5,cz
3.0,Furious Rockets,WildRunners XXL,25.89,L,27.5,Bárny,0.17,5.55,Shadow,-0.14,4.81,Kostimill,0.22,4.78,Cassiann,0.17,4.39,2023-06-24 10:20:52,Prostějov,4,cz
3.0,WildRunners XXL,Furious Rockets,21.4,W,27.5,Scotty,0.17,4.94,Bruno,0.23,4.6,Rocky,0.84,5.16,Negro,0.67,4.79,2023-06-24 10:20:52,Prostějov,5,cz
2.0,FOFR DOG,WildRunners Zephyr,25.85,W,27.5,Ela,0.17,4.15,Hessie,0,4.84,Dizzy,0.2,4.4,Lenny,error,4.21,2023-06-24 10:28:48,Prostějov,4,cz
2.0,WildRunners Zephyr,FOFR DOG,26.15,L,25.0,Brix,0.18,4.33,Mason,error,4.75,Bella,0,4.64,Ted,0.26,5.73,2023-06-24 10:28:48,Prostějov,5,cz
2.0,FOFR DOG,WildRunners Zephyr,53.22,L,27.5,Ela,-0.14,3.95,Hessie,0.01,4.96,Dizzy,0.61,4.47,Lenny,0.19,4.22,2023-06-24 10:30:26,Prostějov,4,cz
