Division,who,with who,total time,W/L/T,Hurdles,name,start,1.dog,name.1,chng,2.dog,name.2,chng.1,3.dog,name.3,chng.2,4.dog,when,location,track,championship
1.0,Flyvaryors New Wave,DumbleDogs S,15.92,W,22.5,Zack,0.22,3.91,Toko,0.17,3.75,Dara,0.25,3.52,Arthur,0.38,3.73,2023-09-04 15:53:52,Blšany,5,cz
2.0,The Rebels II,WildRunners dreamers,24.77,L,27.5,Beky,0.14,4.18,Kelsey,error,4.26,Ellie,0.13,4.09,Nyx,0,outside,2023-09-16 09:29:37,Litomyšl,4,cz
2.0,WildRunners dreamers,The Rebels II,18.41,L,27.5,Nina,0.006,4.24,Brooke,0.48,4.21,Bruno,0.64,4.55,Hector,0.15,4.14,2023-09-16 09:29:37,Litomyšl,5,cz
2.0,The Rebels II,WildRunners dreamers,17.44,L,27.5,Beky,0.06,4.27,Kelsey,0.12,4.33,Ellie,error,4.1,Nyx,0,4.56,2023-09-16 09:30:57,Litomyšl,4,cz
2.0,WildRunners dreamers,The Rebels II,22.09,L,27.5,Nina,0.04,4.27,Brooke,0.33,4.35,Bruno,0.28,4.93,Hector,2.59,5.3,2023-09-16 09:30:57,Litomyšl,5,cz
2.0,The Rebels II,WildRunners dreamers,17.49,W,27.5,Beky,0.03,4.22,Kelsey,0.2,4.38,Ellie,0,4.14,Nyx,Ok,4.52,2023-09-16 09:32:18,Litomyšl,4,cz
2.0,WildRunners dreamers,The Rebels II,18.3,L,27.5,Nina,0.03,4.32,Brooke,0.2,4.1,Bruno,0.42,5,Hector,0,4.23,2023-09-16 09:32:18,Litomyšl,5,cz
2.0,RUNami A,CrazyBalls I.,16.68,L,25.0,Čoko,0.09,4.34,Fík,error,4.16,Black,-0.17,3.93,Elia,0,4.33,2023-09-16 09:38:28,Litomyšl,4,cz
2.0,CrazyBalls I.,RUNami A,17.11,W,20.0,Mia,0.03,4,Aivee,0.28,3.82,Scotty,0.24,4.28,Kokoska,0.22,4.24,2023-09-16 09:38:28,Litomyšl,5,cz
2.0,RUNami A,CrazyBalls I.,17.37,L,25.0,Čoko,0.11,4.38,Fík,error,4.54,Black,0,3.97,Elia,0.17,4.2,2023-09-16 09:39:32,Litomyšl,4,cz
2.0,CrazyBalls I.,RUNami A,17.07,L,20.0,Mia,0.06,4.16,Aivee,0.13,3.83,Scotty,0.29,4.25,Kokoska,error,4.35,2023-09-16 09:39:32,Litomyšl,5,cz
2.0,RUNami A,CrazyBalls I.,16.97,W,25.0,Čoko,0.1,4.42,Fík,0,4.12,Black,0,4.02,Elia,0,4.31,2023-09-16 09:40:46,Litomyšl,4,cz
2.0,CrazyBalls I.,RUNami A,16.94,L,20.0,Mia,-0.07,4.02,Aivee,0,3.86,Scotty,0.2,4.36,Kokoska,0,4.57,2023-09-16 09:40:46,Litomyšl,5,cz
2.0,AgiFly one,Fór X-treme,17.69,L,27.5,Jamie,0.29,4.53,Lara,0,4.64,Marwie,-0.13,4.24,Atý,0,4.13,2023-09-16 09:46:21,Litomyšl,4,cz
2.0,Fór X-treme,AgiFly one,17.13,L,15.0,Vilík,0.13,4.17,Mína,error,3.89,Aranka,error,4.1,Ruby,0.21,4.63,2023-09-16 09:46:21,Litomyšl,5,cz
2.0,AgiFly one,Fór X-treme,17.24,L,27.5,Jamie,0.03,4.52,Lara,0.19,4.54,Marwie,-0.13,4.03,Atý,0.16,3.89,2023-09-16 09:47:29,Litomyšl,4,cz
2.0,Fór X-treme,AgiFly one,17.15,L,15.0,Vilík,0.15,4.23,Mína,0,3.89,Aranka,error,4.12,Ruby,0.13,4.64,2023-09-16 09:47:29,Litomyšl,5,cz
2.0,AgiFly one,Fór X-treme,17.52,W,27.5,Jamie,0.02,4.6,Lara,0,4.64,Marwie,0.23,4.03,Atý,0,4.01,2023-09-16 09:48:31,Litomyšl,4,cz
2.0,Fór X-treme,AgiFly one,17.02,L,15.0,Vilík,-0.04,4.26,Mína,0,3.93,Aranka,0,4.2,Ruby,0,4.66,2023-09-16 09:48:31,Litomyšl,5,cz
1.0,DumbleDogs S,The Rebels Hardcore,16.49,L,25.0,Trippy,0.43,3.79,Iyrai,0.19,3.72,Cammi,error,3.77,Flash,0,4.58,2023-09-16 09:55:24,Litomyšl,4,cz
1.0,The Rebels Hardcore,DumbleDogs S,16.38,L,27.5,Nick,0.07,4.35,Finn,0,4.04,Baky,-0.09,outside,Luna,,4.02,2023-09-16 09:55:24,Litomyšl,5,cz
1.0,DumbleDogs S,The Rebels Hardcore,16.28,L,25.0,Trippy,0.21,3.73,Iyrai,0.14,3.77,Cammi,error,3.78,Flash,0.2,4.45,2023-09-16 09:57:11,Litomyšl,4,cz
1.0,The Rebels Hardcore,DumbleDogs S,16.61,L,27.5,Nick,0.09,4.27,Finn,Ok,4.06,Baky,error,4.06,Luna,0,4.13,2023-09-16 09:57:11,Litomyšl,5,cz
1.0,DumbleDogs S,The Rebels Hardcore,16.06,W,25.0,Trippy,0.09,3.8,Iyrai,0.11,3.75,Cammi,0,3.8,Flash,0,4.51,2023-09-16 09:58:32,Litomyšl,4,cz
1.0,The Rebels Hardcore,DumbleDogs S,16.62,L,27.5,Nick,0.1,4.28,Finn,0,4.06,Baky,error,4.01,Luna,0.1,4.07,2023-09-16 09:58:32,Litomyšl,5,cz
1.0,Jokers All-in,Lavina Alfa,16.8,W,25.0,Lumine,0.02,3.84,Izzy,0.12,3.97,Bepe,0,4.02,Rhys,0.53,4.3,2023-09-16 10:05:41,Litomyšl,4,cz
1.0,Lavina Alfa,Jokers All-in,52.62,L,27.5,Bria,-0.03,3.87,Bambi,0.46,4.07,Rocky,0.25,4.33,Jawa,2.06,4.54,2023-09-16 10:05:41,Litomyšl,5,cz
1.0,Jokers All-in,Lavina Alfa,16.59,W,25.0,Lumine,0.04,3.86,Izzy,0,4.07,Bepe,0.17,3.97,Rhys,0.38,4.11,2023-09-16 10:07:09,Litomyšl,4,cz
1.0,Lavina Alfa,Jokers All-in,16.23,L,27.5,Bria,0.03,3.83,Vojta,,3.91,Bambi,0.09,4.06,Rocky,0,4.3,2023-09-16 10:07:09,Litomyšl,5,cz
1.0,Jokers All-in,Lavina Alfa,16.51,W,25.0,Lumine,0.03,3.86,Izzy,0.17,3.97,Bepe,0,3.98,Rhys,0.36,4.14,2023-09-16 10:08:23,Litomyšl,4,cz
1.0,Lavina Alfa,Jokers All-in,16.3,L,27.5,Bria,0.09,3.78,Vojta,error,3.88,Bambi,0.18,4.04,Rocky,error,4.34,2023-09-16 10:08:23,Litomyšl,5,cz
4.0,Hopíci Brno,FÉNIX,38.62,L,27.5,Estee,0.11,4.72,Trix,0.79,4.57,Dex,0.75,4.77,Rocky,1.32,8.47,2023-09-16 10:16:01,Litomyšl,4,cz
4.0,FÉNIX,Hopíci Brno,19.02,L,20.0,Banán,0.09,4.03,Berdy,0.26,4.58,Charlie,0.19,5.05,Chezz,,4.81,2023-09-16 10:16:01,Litomyšl,5,cz
4.0,Hopíci Brno,FÉNIX,38.0,W,27.5,Estee,0.11,4.63,Trix,0.28,4.71,Dex,0.97,4.97,Rocky,1.5,5.6,2023-09-16 10:17:26,Litomyšl,4,cz
4.0,FÉNIX,Hopíci Brno,18.76,L,20.0,Banán,0.07,4.04,Berdy,0,4.67,Charlie,0,5.32,Chezz,-0.18,4.83,2023-09-16 10:17:26,Litomyšl,5,cz
4.0,Hopíci Brno,FÉNIX,34.64,L,27.5,Estee,0.12,4.58,Trix,0,4.73,Dex,0.54,4.86,Rocky,1.33,5.34,2023-09-16 10:18:46,Litomyšl,4,cz
4.0,FÉNIX,Hopíci Brno,19.0,L,20.0,Banán,0.11,4.04,Berdy,0.16,4.58,Charlie,0,5.22,Chezz,error,4.89,2023-09-16 10:18:46,Litomyšl,5,cz
4.0,RUNami B,WildRunners Zephyr,29.02,L,17.5,Favi,0.13,outside,Hettie,,4.74,Angie,error,4.34,Ajsy,0.19,5.32,2023-09-16 10:25:40,Litomyšl,4,cz
4.0,WildRunners Zephyr,RUNami B,23.56,W,15.0,Rex,0.1,4.87,Rocky,0.14,4.96,Scotty,0.63,4.77,Gordon,0.91,7.17,2023-09-16 10:25:40,Litomyšl,5,cz
4.0,RUNami B,WildRunners Zephyr,20.21,W,17.5,Favi,0.16,4.54,Hettie,0.56,4.9,Angie,Ok,4.64,Ajsy,0,5.4,2023-09-16 10:26:56,Litomyšl,4,cz
4.0,WildRunners Zephyr,RUNami B,23.41,L,15.0,Rex,0.04,4.92,Rocky,0,5.18,Scotty,0.3,4.72,Gordon,0.74,7.51,2023-09-16 10:26:56,Litomyšl,5,cz
4.0,RUNami B,WildRunners Zephyr,20.22,L,17.5,Favi,0.02,4.68,Hettie,0.46,5.04,Angie,-0.19,4.69,Ajsy,0,5.52,2023-09-16 10:28:11,Litomyšl,4,cz
4.0,WildRunners Zephyr,RUNami B,23.26,L,15.0,Rex,0.18,5.02,Rocky,-0.17,5.16,Scotty,0.14,4.63,Gordon,0.87,7.44,2023-09-16 10:28:11,Litomyšl,5,cz
4.0,FUNatic Runners,Free X-treme,19.65,L,15.0,Pepina,0.02,4.62,Hanneli,error,4.53,Gina,0.08,4.97,Merlin,0,5.44,2023-09-16 10:34:15,Litomyšl,4,cz
4.0,Free X-treme,FUNatic Runners,19.88,L,17.5,Scotty,0.07,4.27,Izzy,error,4.3,Yuki,-0.16,5.01,Affinity,0.24,6.15,2023-09-16 10:34:15,Litomyšl,5,cz
4.0,FUNatic Runners,Free X-treme,19.69,L,15.0,Pepina,-0.1,4.67,Hanneli,-0.19,4.64,Gina,0.14,5.13,Merlin,0,5.38,2023-09-16 10:35:27,Litomyšl,4,cz
4.0,Free X-treme,FUNatic Runners,19.86,L,17.5,Scotty,-0.07,4.46,Izzy,-0.11,4.17,Yuki,0.4,4.86,Affinity,error,6.16,2023-09-16 10:35:27,Litomyšl,5,cz
4.0,FUNatic Runners,Free X-treme,22.35,W,15.0,Pepina,0.13,6.64,Hanneli,0,4.69,Gina,0,5.19,Merlin,0.27,5.44,2023-09-16 10:36:34,Litomyšl,4,cz
4.0,Free X-treme,FUNatic Runners,20.55,L,17.5,Scotty,0.07,4.4,Izzy,0.15,4.27,Yuki,0.22,5.04,Affinity,error,6.4,2023-09-16 10:36:34,Litomyšl,5,cz
3.0,Manic Dogs 2,Lavina Beta,32.65,L,27.5,Sajmon,-0.05,4.35,Alvin,0.17,4.42,Spark,0,4.75,Najty,,ran in,2023-09-16 10:44:17,Litomyšl,4,cz
3.0,Lavina Beta,Manic Dogs 2,21.23,L,20.0,Geyser,-0.08,4.21,Clegan,3.35,4.49,Brixa,0.3,4.35,Igor,0,4.61,2023-09-16 10:44:17,Litomyšl,5,cz
3.0,Manic Dogs 2,Lavina Beta,32.13,L,27.5,Sajmon,0.05,4.34,Alvin,error,4.59,Spark,0.2,5.17,Najty,0.86,4.35,2023-09-16 10:45:36,Litomyšl,4,cz
3.0,Lavina Beta,Manic Dogs 2,20.82,L,20.0,Geyser,-0.002,4.42,Clegan,2.59,4.44,Brixa,0.14,4.45,Igor,error,4.78,2023-09-16 10:45:36,Litomyšl,5,cz
3.0,Manic Dogs 2,Lavina Beta,35.28,L,27.5,Sajmon,-0.04,4.39,Alvin,0,4.77,Spark,0.15,4.85,Najty,0.76,outside,2023-09-16 10:47:00,Litomyšl,4,cz
3.0,Lavina Beta,Manic Dogs 2,21.1,W,20.0,Geyser,0.04,4.4,Clegan,2.7,4.43,Brixa,0.16,4.55,Igor,0.23,4.6,2023-09-16 10:47:00,Litomyšl,5,cz
3.0,DumbleDogs G,CrazyBalls III.,18.08,L,22.5,Enjoy,0.02,4.59,Ridiculus,-0.22,4.36,Kiwi,Ok,4.35,Corri,0.39,4.59,2023-09-16 10:52:44,Litomyšl,4,cz
3.0,CrazyBalls III.,DumbleDogs G,22.29,L,20.0,Butch,0.06,4.28,Tequila,0.19,6.05,Milly,1.8,4.96,Flek,0.41,4.55,2023-09-16 10:52:44,Litomyšl,5,cz
3.0,DumbleDogs G,CrazyBalls III.,18.56,W,22.5,Enjoy,0.14,4.58,Ridiculus,0,4.4,Kiwi,0.15,4.39,Corri,0.24,4.67,2023-09-16 10:53:59,Litomyšl,4,cz
3.0,CrazyBalls III.,DumbleDogs G,22.81,L,20.0,Butch,0.02,4.3,Tequila,0,5,Milly,error,4.95,Flek,Ok,8.54,2023-09-16 10:53:59,Litomyšl,5,cz
3.0,DumbleDogs G,CrazyBalls III.,18.25,W,22.5,Enjoy,0.13,4.49,Ridiculus,error,4.31,Kiwi,Ok,4.37,Corri,0.26,4.69,2023-09-16 10:55:12,Litomyšl,4,cz
3.0,CrazyBalls III.,DumbleDogs G,19.11,L,20.0,Butch,0.13,4.42,Tequila,0.14,5.01,Milly,0,4.85,Flek,error,4.56,2023-09-16 10:55:12,Litomyšl,5,cz
3.0,WildRunners Maximini,Frenky's Funny,19.5,L,20.0,Easy,0.1,4.53,Fleur,0.29,4.31,Hank,0.26,4.43,Bailey,0.55,5.03,2023-09-16 11:01:53,Litomyšl,4,cz
3.0,Frenky's Funny,WildRunners Maximini,19.33,L,15.0,Porto,0.77,4.07,Laty,0,4.02,Trixie,0,4.04,Fido,0.73,5.7,2023-09-16 11:01:53,Litomyšl,5,cz
3.0,WildRunners Maximini,Frenky's Funny,17.93,L,20.0,Easy,-0.06,4.42,Fleur,0.18,4.31,Hank,-0.15,4.45,Bailey,0.33,4.45,2023-09-16 11:03:13,Litomyšl,4,cz
3.0,Frenky's Funny,WildRunners Maximini,21.56,L,15.0,Porto,0.05,4.19,Laty,-0.13,4.32,Trixie,1.75,3.96,Fido,1.34,6.08,2023-09-16 11:03:13,Litomyšl,5,cz
3.0,WildRunners Maximini,Frenky's Funny,18.08,L,20.0,Easy,0.15,4.27,Fleur,error,4.21,Hank,0.3,4.42,Bailey,0.17,4.57,2023-09-16 11:04:47,Litomyšl,4,cz
3.0,Frenky's Funny,WildRunners Maximini,19.12,L,15.0,Porto,-0.02,4.21,Laty,error,3.99,Trixie,0.33,3.96,Fido,0.87,5.78,2023-09-16 11:04:47,Litomyšl,5,cz
2.0,WildRunners dreamers,Pilsen F.A.S.T.,18.28,W,27.5,Nina,0.12,4.18,Brooke,0.27,4.15,Bruno,0.31,4.92,Sirius,0.26,4.07,2023-09-16 11:12:28,Litomyšl,4,cz
2.0,Pilsen F.A.S.T.,WildRunners dreamers,25.69,L,25.0,Jolly,0.72,4.58,Majlo,0,4.22,Arrow,0.28,4.29,Emmy,0.64,4.45,2023-09-16 11:12:28,Litomyšl,5,cz
2.0,WildRunners dreamers,Pilsen F.A.S.T.,18.03,L,27.5,Nina,-0.04,4.27,Brooke,0.13,4.14,Bruno,0.3,4.72,Sirius,0.49,4.02,2023-09-16 11:13:49,Litomyšl,4,cz
2.0,Pilsen F.A.S.T.,WildRunners dreamers,17.93,L,25.0,Jolly,0.004,4.78,Majlo,-0.11,4.19,Arrow,0.31,4.25,Emmy,0,4.5,2023-09-16 11:13:49,Litomyšl,5,cz
2.0,WildRunners dreamers,Pilsen F.A.S.T.,18.43,L,27.5,Nina,0.06,4.26,Brooke,0.29,4.23,Bruno,0.33,4.93,Sirius,0.29,4.05,2023-09-16 11:15:01,Litomyšl,4,cz
2.0,Pilsen F.A.S.T.,WildRunners dreamers,17.99,W,25.0,Jolly,0.15,4.6,Majlo,0.17,4.21,Arrow,0.14,4.21,Emmy,0,4.51,2023-09-16 11:15:01,Litomyšl,5,cz
2.0,Fór X-treme,RUNami A,18.05,L,17.5,Vilík,0.12,4.16,Lucky,0.4,4.92,Mína,0.18,3.83,Maze,0.44,4.02,2023-09-16 11:19:16,Litomyšl,4,cz
2.0,RUNami A,Fór X-treme,17.05,W,25.0,Čoko,0.11,4.38,Fík,0.13,4.12,Black,0.15,3.96,Elia,0,4.21,2023-09-16 11:19:16,Litomyšl,5,cz
2.0,Fór X-treme,RUNami A,17.7,L,17.5,Vilík,0.12,4.26,Lucky,0.18,4.95,Mína,0.31,3.87,Maze,error,4.01,2023-09-16 11:20:22,Litomyšl,4,cz
2.0,RUNami A,Fór X-treme,16.91,W,25.0,Čoko,0.05,4.45,Fík,0.11,4.04,Black,0.13,3.91,Elia,0,4.22,2023-09-16 11:20:22,Litomyšl,5,cz
2.0,Fór X-treme,RUNami A,18.01,L,17.5,Vilík,0.16,4.16,Lucky,0.23,5.05,Mína,0.28,3.94,Maze,0.22,3.97,2023-09-16 11:21:30,Litomyšl,4,cz
2.0,RUNami A,Fór X-treme,16.87,W,25.0,Čoko,0.04,4.44,Fík,0,4.12,Black,0,4.02,Elia,0,4.26,2023-09-16 11:21:30,Litomyšl,5,cz
2.0,CrazyBalls I.,AgiFly one,17.94,L,20.0,Mia,0.02,4,Aivee,0.11,3.83,Scotty,0.26,outside,Kokoska,,4.35,2023-09-16 11:30:43,Litomyšl,4,cz
2.0,AgiFly one,CrazyBalls I.,17.57,W,27.5,Jamie,0.08,4.54,Lara,0,4.74,Marwie,0,4.14,Atý,0.21,3.86,2023-09-16 11:30:43,Litomyšl,5,cz
2.0,CrazyBalls I.,AgiFly one,17.09,W,20.0,Mia,0.02,3.87,Aivee,0,3.83,Scotty,0.2,4.4,Kokoska,0.38,4.39,2023-09-16 11:32:14,Litomyšl,4,cz
2.0,AgiFly one,CrazyBalls I.,17.48,L,27.5,Jamie,0.05,4.55,Lara,0,4.65,Marwie,0,4.15,Atý,0.12,3.95,2023-09-16 11:32:14,Litomyšl,5,cz
2.0,CrazyBalls I.,AgiFly one,17.24,W,20.0,Mia,0.04,3.99,Aivee,0,3.97,Scotty,0.19,4.47,Kokoska,0.16,4.43,2023-09-16 11:33:23,Litomyšl,4,cz
2.0,AgiFly one,CrazyBalls I.,17.38,L,27.5,Jamie,0.22,4.57,Lara,0,4.48,Marwie,error,4.04,Atý,0.16,3.92,2023-09-16 11:33:23,Litomyšl,5,cz
1.0,The Rebels Hardcore,WildRunners hopefuls,16.09,L,27.5,Finn,0.05,4.1,Baky,-0.11,3.95,Foxy,0.1,3.94,Luna,error,4.05,2023-09-16 12:21:15,Litomyšl,4,cz
1.0,WildRunners hopefuls,The Rebels Hardcore,16.65,W,27.5,Cookies,0.04,3.95,Enola,0.46,3.94,Maggie,0.15,4.02,Tyna,0,4.08,2023-09-16 12:21:15,Litomyšl,5,cz
1.0,The Rebels Hardcore,WildRunners hopefuls,16.49,W,27.5,Finn,0.03,4.09,Baky,0,4.07,Foxy,0,4.2,Luna,0,4.12,2023-09-16 12:22:33,Litomyšl,4,cz
1.0,WildRunners hopefuls,The Rebels Hardcore,16.61,L,27.5,Cookies,0.06,4.02,Enola,0.44,3.93,Maggie,0,4.07,Tyna,0,4.09,2023-09-16 12:22:33,Litomyšl,5,cz
1.0,The Rebels Hardcore,WildRunners hopefuls,16.4,W,27.5,Finn,0.03,4.04,Baky,0,4.04,Foxy,0,4.18,Luna,0,4.12,2023-09-16 12:23:47,Litomyšl,4,cz
1.0,WildRunners hopefuls,The Rebels Hardcore,16.05,L,27.5,Cookies,-0.28,4.09,Enola,0,4.06,Maggie,0,4.16,Tyna,0,4.03,2023-09-16 12:23:47,Litomyšl,5,cz
1.0,Lavina Alfa,DumbleDogs S,17.15,L,27.5,Bria,-0.004,3.93,Vojta,0.34,3.92,Aida,0.17,4.09,Bambi,0.34,4.38,2023-09-16 12:28:42,Litomyšl,4,cz
1.0,DumbleDogs S,Lavina Alfa,30.98,W,25.0,Trippy,0.23,3.84,Winky,0.16,3.72,Cammi,0.13,3.74,Flash,0,4.66,2023-09-16 12:28:42,Litomyšl,5,cz
1.0,Lavina Alfa,DumbleDogs S,16.36,W,27.5,Bria,0.08,3.84,Vojta,0.08,3.98,Aida,0,4.03,Bambi,0.23,4.12,2023-09-16 12:29:59,Litomyšl,4,cz
1.0,DumbleDogs S,Lavina Alfa,16.22,L,25.0,Trippy,0.23,3.82,Winky,error,3.75,Cammi,0.1,3.67,Flash,0.14,4.52,2023-09-16 12:29:59,Litomyšl,5,cz
1.0,Lavina Alfa,DumbleDogs S,16.33,W,27.5,Bria,0.09,3.89,Vojta,0.11,3.89,Aida,0.11,3.95,Bambi,0.16,4.12,2023-09-16 12:31:30,Litomyšl,4,cz
1.0,DumbleDogs S,Lavina Alfa,32.41,L,25.0,Trippy,0.14,3.8,Winky,0,3.74,Cammi,0,4.22,Flash,2.23,4.73,2023-09-16 12:31:30,Litomyšl,5,cz
4.0,FÉNIX,RUNami B,20.83,L,15.0,Scary,0.16,4.81,Berdy,0.17,4.63,Chezz,0,6.56,Ketlin,-0.29,4.79,2023-09-16 12:54:19,Litomyšl,4,cz
4.0,RUNami B,FÉNIX,20.2,L,17.5,Pepíno,0.11,4.67,Hettie,error,4.78,Angie,0.46,4.47,Ajsy,0.32,5.38,2023-09-16 12:54:19,Litomyšl,5,cz
4.0,FÉNIX,RUNami B,21.79,W,15.0,Scary,0.09,4.82,Berdy,0,4.9,Ketlin,0,6.58,Chezz,0.58,4.82,2023-09-16 12:56:09,Litomyšl,4,cz
4.0,RUNami B,FÉNIX,19.37,L,17.5,Pepíno,0.09,4.91,Hettie,-0.22,4.83,Angie,0,4.55,Ajsy,0,5.22,2023-09-16 12:56:09,Litomyšl,5,cz
4.0,FÉNIX,RUNami B,20.85,L,15.0,Scary,0.11,5.01,Berdy,0,4.8,Ketlin,Ok,6,Chezz,0.17,4.77,2023-09-16 12:57:28,Litomyšl,4,cz
4.0,RUNami B,FÉNIX,20.06,W,17.5,Pepíno,0.01,4.84,Hettie,0.19,4.88,Angie,0.2,4.45,Ajsy,0,5.48,2023-09-16 12:57:28,Litomyšl,5,cz
4.0,Free X-treme,Hopíci Brno,19.7,W,20.0,Scotty,0.45,4.39,Izzy,Ok,4.33,Moruše,0.18,5.16,Blanca,,5.19,2023-09-16 13:04:59,Litomyšl,4,cz
4.0,Hopíci Brno,Free X-treme,36.53,L,27.5,Rocky,0.94,outside,Dex,,4.77,Trix,1.97,4.73,Estee,,ran in,2023-09-16 13:04:59,Litomyšl,5,cz
4.0,Free X-treme,Hopíci Brno,19.37,L,20.0,Scotty,0.02,4.4,Izzy,error,4.26,Moruše,error,5.2,Blanca,0.16,5.33,2023-09-16 13:07:26,Litomyšl,4,cz
4.0,Hopíci Brno,Free X-treme,34.98,W,27.5,Estee,0.07,4.6,Trix,0.47,4.76,Dex,0.59,5.42,Rocky,5.85,5.28,2023-09-16 13:07:26,Litomyšl,5,cz
4.0,Hopíci Brno,Free X-treme,26.34,W,27.5,Estee,0.1,4.67,Trix,0.27,5.11,Dex,0.61,4.89,Rocky,5.58,5.13,2023-09-16 13:08:43,Litomyšl,5,cz
4.0,WildRunners Zephyr,FUNatic Runners,58.85,L,15.0,Rex,25.4,5.13,Gordon,0.96,8.13,Dusty,0.27,5.75,Kent,,ran in,2023-09-16 13:14:46,Litomyšl,4,cz
4.0,FUNatic Runners,WildRunners Zephyr,20.54,W,15.0,And,0.03,4.79,Hanneli,Ok,4.51,Gina,0.13,5.17,Milo,0.13,5.79,2023-09-16 13:14:46,Litomyšl,5,cz
4.0,WildRunners Zephyr,FUNatic Runners,22.28,L,15.0,Rex,-0.85,5.04,Gordon,0.52,7.73,Dusty,error,5.93,Kent,3.92,outside,2023-09-16 13:16:00,Litomyšl,4,cz
4.0,FUNatic Runners,WildRunners Zephyr,20.72,L,15.0,And,0.14,4.62,Hanneli,0.28,4.62,Gina,0.09,5.18,Milo,0.13,5.66,2023-09-16 13:16:00,Litomyšl,5,cz
4.0,WildRunners Zephyr,FUNatic Runners,30.39,L,15.0,Rex,-0.06,5.04,Gordon,0.37,7.8,Dusty,0.54,6.24,Kent,4.22,6.24,2023-09-16 13:17:17,Litomyšl,4,cz
4.0,FUNatic Runners,WildRunners Zephyr,29.85,L,15.0,And,0.1,outside,Hanneli,,4.64,Gina,0.15,5.21,Milo,error,5.68,2023-09-16 13:17:17,Litomyšl,5,cz
3.0,DumbleDogs G,Lavina Beta,18.24,W,22.5,Enjoy,0.05,4.55,Evelyn,0,4.23,Kiwi,0,4.41,Corri,0.29,4.71,2023-09-16 13:25:17,Litomyšl,5,cz
3.0,Lavina Beta,DumbleDogs G,44.25,L,20.0,Geyser,25.58,outside,Clegan,,4.72,Brixa,0,4.69,Igor,0.26,4.7,2023-09-16 13:26:59,Litomyšl,4,cz
3.0,DumbleDogs G,Lavina Beta,17.74,L,22.5,Enjoy,-0.14,4.65,Evelyn,-0.28,4.19,Kiwi,error,4.48,Corri,0,4.84,2023-09-16 13:26:59,Litomyšl,5,cz
3.0,Lavina Beta,DumbleDogs G,40.04,W,20.0,Geyser,18.48,4.9,Clegan,2.69,4.61,Brixa,0.2,4.6,Igor,,ran in,2023-09-16 13:28:30,Litomyšl,4,cz
3.0,DumbleDogs G,Lavina Beta,18.19,L,22.5,Enjoy,0.12,4.49,Evelyn,error,4.19,Kiwi,0,4.51,Corri,0.17,4.71,2023-09-16 13:28:30,Litomyšl,5,cz
3.0,Frenky's Funny,Manic Dogs 2,19.38,L,15.0,Porto,0.1,4.27,Laty,error,3.88,Trixie,0.24,3.87,Fido,0.82,6.21,2023-09-16 13:33:30,Litomyšl,4,cz
3.0,Manic Dogs 2,Frenky's Funny,19.5,L,27.5,Casík,-0.02,4.65,Sajmon,error,4.56,Spark,0,4.79,Dodge,0.3,5.23,2023-09-16 13:33:30,Litomyšl,5,cz
3.0,Frenky's Funny,Manic Dogs 2,31.06,W,15.0,Porto,0.15,4.31,Laty,0.19,3.89,Trixie,0.11,3.93,Fido,0.94,5.42,2023-09-16 13:35:01,Litomyšl,4,cz
3.0,Manic Dogs 2,Frenky's Funny,20.41,L,27.5,Casík,0.29,4.65,Sajmon,error,4.43,Spark,0,6.58,Dodge,Ok,4.46,2023-09-16 13:35:01,Litomyšl,5,cz
3.0,Frenky's Funny,Manic Dogs 2,42.11,W,15.0,Porto,0.09,4.38,Laty,0,3.95,Trixie,0.14,4.85,Fido,0.81,outside,2023-09-16 13:36:42,Litomyšl,4,cz
3.0,Manic Dogs 2,Frenky's Funny,18.92,L,27.5,Casík,0.1,4.52,Sajmon,error,4.57,Spark,0,4.86,Dodge,0.43,4.44,2023-09-16 13:36:42,Litomyšl,5,cz
3.0,CrazyBalls III.,WildRunners Maximini,19.33,W,20.0,Butch,0.16,4.46,Maty,0,4.42,Milly,0.17,4.98,Flek,0.37,4.77,2023-09-16 13:41:54,Litomyšl,4,cz
3.0,CrazyBalls III.,WildRunners Maximini,31.34,L,20.0,Butch,0.21,4.58,Maty,0,outside,Milly,,5.16,Flek,0.18,4.74,2023-09-16 13:43:14,Litomyšl,4,cz
3.0,CrazyBalls III.,WildRunners Maximini,19.54,L,20.0,Butch,0.09,4.52,Maty,0,4.84,Milly,0,5.1,Flek,0.35,4.65,2023-09-16 13:44:16,Litomyšl,4,cz
2.0,Pilsen F.A.S.T.,The Rebels II,18.07,L,25.0,Jolly,-0.11,4.69,Ace,-0.17,4.37,Arrow,0.5,4.28,Emmy,0,4.51,2023-09-16 13:49:31,Litomyšl,4,cz
2.0,The Rebels II,Pilsen F.A.S.T.,36.18,W,15.0,Beky,0.07,3.99,Kelsey,0.16,4.2,Nyx,0.17,4.42,Cardie,17.4,5.78,2023-09-16 13:49:31,Litomyšl,5,cz
2.0,Pilsen F.A.S.T.,The Rebels II,18.09,L,25.0,Jolly,0.11,4.6,Ace,error,4.39,Arrow,error,4.33,Emmy,0.16,4.49,2023-09-16 13:50:37,Litomyšl,4,cz
2.0,The Rebels II,Pilsen F.A.S.T.,18.95,W,15.0,Beky,0.04,4.02,Kelsey,0.17,4.24,Nyx,0,4.47,Cardie,0.66,5.36,2023-09-16 13:50:37,Litomyšl,5,cz
